Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Tax status,Tax class,In stock?,Stock,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Sale price,Regular price,Categories,Tags,Images,Position
simple,SA00047,One Millionairsa,1,0,visible,Inspired by 1 Million,"A warm and luxurious blend of spicy cinnamon, sweet amber, and rich leather, delivering a bold and seductive fragrance with strong presence.",taxable,,1,,0,0,0.407,,,,1,,76.50,Men's Perfumes,50ml,https://sasanperfumes.com/wp-content/uploads/2026/03/one-millionairsa.webp,0
simple,SA00046,Suvagsa,1,0,visible,Inspired by : Sauvage,"A modern aromatic fragrance combining fresh bergamot, spicy pepper, and deep ambroxan, creating a bold, masculine scent that is fresh, powerful, and versatile.",taxable,,1,,0,0,0.407,,,,1,,76.50,Men's Perfumes,50ml,https://sasanperfumes.com/wp-content/uploads/2026/03/suvagsa.webp,0
simple,SA00045,Light SA Blue Intense,1,0,visible,Inspired by Light Blue Intense,"A vibrant citrus-aquatic fragrance with refreshing marine notes and woody undertones, delivering a clean, bright, and long-lasting scent for daily wear.",taxable,,1,,0,0,0.407,,,,1,,76.50,Men's Perfumes,50ml,https://sasanperfumes.com/wp-content/uploads/2026/03/light-sa-blue-intense-1.webp,0
simple,SA00044,Invactesa,1,0,visible,Inspired by Invictus,"A bold and powerful scent featuring fresh citrus, marine accords, and warm ambergris. Dynamic and masculine, perfect for everyday confidence and lasting freshness.",taxable,,1,,0,0,0.407,,,,1,,76.50,Men's Perfumes,50ml,https://sasanperfumes.com/wp-content/uploads/2026/03/invactesa.webp,0
simple,SA00042,Akwa De Geosa Perfumo,1,0,visible,Inspired by Acqua Di Gio Parfum,"A fresh aquatic fragrance with marine notes, citrus, and aromatic herbs, settling into a smooth woody base for a clean and energetic everyday scent.",taxable,,1,,0,0,0.407,,,,1,,76.50,Men's Perfumes,50ml,https://sasanperfumes.com/wp-content/uploads/2026/03/akwa-de-geosa-perfumo.webp,0
simple,SA00037-1,Daeorsa 2020,1,0,visible,Inspired by Homme 2020,A fresh and elegant fragrance combining bright citrus notes with soft woods and musk for a refined everyday scent.,taxable,,1,,0,0,0.407,,,,1,,76.50,Men's Perfumes,50ml,https://sasanperfumes.com/wp-content/uploads/2026/03/Daeorsa-2020.webp,0
simple,SA00039,Desire Dinhallsa,1,0,visible,Inspired by: Desire Red,"A sensual and captivating fragrance with warm spices, amber, and smooth woody accords.",taxable,,1,,0,0,0.407,,,,1,,76.50,Men's Perfumes,50ml,https://sasanperfumes.com/wp-content/uploads/2026/03/Desire-Dinhallsa.webp,0
simple,SA00038,Mo Bilnksa Legend,1,0,visible,Inspired by Legend,"A timeless masculine fragrance with fresh aromatic notes, smooth woods, and subtle sweetness.",taxable,,1,,0,0,0.407,,,,1,,76.50,Men's Perfumes,50ml,https://sasanperfumes.com/wp-content/uploads/2026/03/Mo-Bilnksa-Legend.webp,0
simple,SA00037,Heegosa White,1,0,visible,Inspired by : Heegosa White,"A clean and refreshing fragrance with bright citrus, soft florals, and a smooth musky base.",taxable,,1,,0,0,0.407,,,,1,,76.50,Men's Perfumes,50ml,https://sasanperfumes.com/wp-content/uploads/2026/03/Heegosa-White.webp,0
simple,SA00036,Le Homie Ultem,1,0,visible,Inspired by L&#8217;Homme Ultime,"A modern masculine fragrance blending fresh citrus, aromatic herbs, and smooth woody notes.",taxable,,1,,0,0,0.407,,,,1,,76.50,Men's Perfumes,50ml,https://sasanperfumes.com/wp-content/uploads/2026/03/Le-Homie-Ultem.webp,0
simple,SA00035,Cedar Greensa,1,0,visible,Inspired by Cedre Green,A fresh woody fragrance highlighting crisp green notes and rich cedarwood for a natural and elegant scent.,taxable,,1,,0,0,0.407,,,,1,,76.50,Men's Perfumes,50ml,https://sasanperfumes.com/wp-content/uploads/2026/03/Cedar-Greensa.webp,0
simple,SA00034,Le Malle,1,0,visible,Inspired by Le Male,"A classic masculine fragrance with aromatic lavender, warm spices, and smooth vanilla undertones.",taxable,,1,,0,0,0.407,,,,1,,76.50,Men's Perfumes,50ml,https://sasanperfumes.com/wp-content/uploads/2026/03/Le-Malle.webp,0
simple,SA00033,Most Wantedsa,1,0,visible,Inspired by The Most Wanted,"A bold and charismatic fragrance with warm spices, sweet vanilla, and rich amber notes for an unforgettable scent.",taxable,,1,,0,0,0.407,,,,1,,76.50,Men's Perfumes,50ml,https://sasanperfumes.com/wp-content/uploads/2026/03/Most-Wantedsa.webp,0
simple,SA00032,Daeorsa Intense,1,0,visible,Inspired by Homme Intense.,"A powerful and sophisticated scent combining fresh citrus, spices, and a deep woody base.",taxable,,1,,0,0,0.407,,,,1,,76.50,Men's Perfumes,50ml,https://sasanperfumes.com/wp-content/uploads/2026/03/Daeorsa-Intense.webp,0
simple,SA00031,Frenhitsa,1,0,visible,Inspired by Fahrenheit,A refined and elegant fragrance blending aromatic spices with smooth woody and musky notes.,taxable,,1,,0,0,0.407,,,,1,,76.50,Men's Perfumes,50ml,https://sasanperfumes.com/wp-content/uploads/2026/03/Frenhitsa.webp,0
simple,SA00030,Daeorsa Cologne 2022,1,0,visible,Inspired by Homme Cologne,"A fresh and modern cologne with citrus brightness, aromatic herbs, and soft woody notes for a clean signature scent.",taxable,,1,,0,0,0.407,,,,1,,76.50,Men's Perfumes,50ml,https://sasanperfumes.com/wp-content/uploads/2026/03/Daeorsa-Cologne-2022.webp,0
simple,SA00029,Stronger Absolu,1,0,visible,Inspired by Stronger With You Absolutely,"A deeper and more intense fragrance featuring warm spices, creamy vanilla, and woody notes that create a strong and elegant aura.",taxable,,1,,0,0,0.407,,,,1,,76.50,Men's Perfumes,50ml,https://sasanperfumes.com/wp-content/uploads/2026/03/Stronger-Absolu.webp,0
simple,SA00028,One Millionairsa Elixir,1,0,visible,Inspired by 1 Million Elixir,"A rich and luxurious scent combining warm spices, sweet vanilla, and deep amber for a powerful masculine presence.",taxable,,1,,0,0,0.407,,,,1,,76.50,Men's Perfumes,50ml,https://sasanperfumes.com/wp-content/uploads/2026/03/One-Millionairsa-Elixir.webp,0
simple,SA00027,Stronger Intense,1,0,visible,Inspired by Stronger With You Intensely.,"A warm and addictive fragrance with sweet vanilla, spicy accords, and rich amber for a bold and long‑lasting scent.",taxable,,1,,0,0,0.407,,,,1,,76.50,Men's Perfumes,50ml,https://sasanperfumes.com/wp-content/uploads/2026/03/Stronger-Intense.webp,0
simple,SA00026,Kerdsa White,1,0,visible,Inspired by Silver Mountain Water,"A refined fragrance with fresh citrus, subtle spices, and a smooth woody‑musky base that feels clean and sophisticated.",taxable,,1,,0,0,0.407,,,,1,,76.50,Men's Perfumes,50ml,https://sasanperfumes.com/wp-content/uploads/2026/03/Kerdsa-White.webp,0
simple,SA00025,Interlusa,1,0,visible,Inspired by Interlude,"An elegant and modern fragrance with bright citrus, floral touches, and a soft woody base.",taxable,,1,,0,0,.337,,,,1,,76.50,Men's Perfumes,50ml,https://sasanperfumes.com/wp-content/uploads/2026/03/Interlusa-1.webp,0
simple,SA00024,Heegosa,1,0,visible,Inspired by: Heegosa,"A fresh and vibrant scent blending citrus, aromatic herbs, and smooth woods for a clean and confident fragrance.",taxable,,1,,0,0,0.407,,,,1,,76.50,Men's Perfumes,50ml,https://sasanperfumes.com/wp-content/uploads/2026/03/Heegosa-1.webp,0
simple,SA00023,Declarationsa,1,0,visible,Inspired by Declaration,"A sophisticated and masculine fragrance with aromatic spices, woody notes, and a warm musky finish.",taxable,,1,,0,0,0.407,,,,1,,76.50,Men's Perfumes,50ml,https://sasanperfumes.com/wp-content/uploads/2026/03/Declarationsa-1.webp,0
simple,SA00020-1,Epicsa,1,0,visible,Inspired by Epic Man,"A rich oriental-floral fragrance that combines spicy and resinous notes to create a luxurious and captivating scent. It opens with vibrant top notes of caraway, cinnamon, and pink nerium oleander. The heart unfolds with an elegant blend of rose, jasmine, geranium, and tea, adding floral depth and sophistication. The fragrance settles into a warm and opulent base of oud, amber, vanilla, patchouli, sandalwood, orris root, olibanum, guaiac wood, and musk, leaving a deep and long-lasting impression.",taxable,,1,,0,0,,,,,1,,76.50,Men's Perfumes,50ml,https://sasanperfumes.com/wp-content/uploads/2026/03/Epicsa.webp,0
simple,SA00730-1,Me Myself,1,0,visible,Inspired by MYSLF,Modern fragrance expressing individuality with citrus freshness and warm woody depth.,taxable,,1,,0,0,.407,,,,1,,76.50,Men's Perfumes,80ml,https://sasanperfumes.com/wp-content/uploads/2026/03/Me-Myself-1.webp,0
simple,SA00730,Black Xeasa L&#8217;exes,1,0,visible,Inspired by Black xs l&#8217;exces,Clean elegant fragrance combining bright citrus with soft florals and musk.,taxable,,1,,0,0,.407,,,,1,,76.50,"Men's Perfumes, Summer Perfume",80ml,https://sasanperfumes.com/wp-content/uploads/2026/03/Black-Xeasa-Lexes.webp,0
simple,SA00723-2,Altra Malsa,1,0,visible,Inspired by Ultra Male,Fresh and refined fragrance combining citrus brightness with smooth woods and musk.,taxable,,1,,0,0,.407,,,,1,,76.50,Men's Perfumes,80ml,https://sasanperfumes.com/wp-content/uploads/2026/03/Altra-Malsa.webp,0
simple,SA00723-1,Ysa 23,1,0,visible,Inspired by Y 2023,Fresh and refined fragrance combining citrus brightness with smooth woods and musk.,taxable,,1,,0,0,.407,,,,1,,76.50,"Men's Perfumes, Summer Perfume",80ml,https://sasanperfumes.com/wp-content/uploads/2026/03/Ysa-23.webp,0
simple,SA00723,Le Malsa Elixir,1,0,visible,Inspired by Le Male Elixir,Deep and intense fragrance blending spices with sweet oriental warmth for a seductive finish.,taxable,,1,,0,0,.407,,,,1,,76.50,"Men's Perfumes, Winter Perfume",80ml,https://sasanperfumes.com/wp-content/uploads/2026/03/Le-Malsa-Elixir.webp,0
simple,SA00700-2,Wantedsa,1,0,visible,Inspired by Wanted,"Bold and energetic fragrance with citrus freshness and warm woody depth, creating a confident and long‑lasting scent.",taxable,,1,,0,0,.407,,,,1,,76.50,Men's Perfumes,80ml,https://sasanperfumes.com/wp-content/uploads/2026/03/Wantedsa.webp,0
simple,SA00700-1,Gishi Guilty,1,0,visible,Inspired by Guilty Women,"A bold and contemporary expression of masculine elegance. The fragrance opens with a vibrant blend of citrus and subtle spicy notes, leading into a rich floral heart. It gradually settles into a warm and sensual base of amber, patchouli, and vanilla, delivering impressive longevity and a captivating trail ideal for confident evenings and special occasions.",taxable,,1,,0,0,.407,,,,1,,76.50,"Perfumes, Women's perfumes",80ml,"https://sasanperfumes.com/wp-content/uploads/2026/03/gishi-guilty-1.webp, https://sasanperfumes.com/wp-content/uploads/2026/04/gishi-guilty-perfume-wooden-vintage-style.webp",0
simple,SA00669,Hasivsa,1,0,visible,Inspired by Hacivat,"A smooth and elegant scent balancing freshness and warmth for versatile wear.The puppets are crafted with cut-out shapes that may include translucent colors or intricate detailing. By skillfully moving both the puppets and the light source, a range of visual effects can be created. In the hands of a skilled puppeteer, the figures can appear to walk, dance, fight, nod, and even laugh, bringing the performance to life.",taxable,,1,,0,0,.337,,,,1,,76.50,Unisex,50ml,https://sasanperfumes.com/wp-content/uploads/2026/03/Hasivsa.webp,0
simple,SA00668,Opusa 11,1,0,visible,Inspired by Opus XI,"The scent opens with the aromatic freshness of marjoram, offering a soft herbal introduction. At its heart lies the rich and distinctive agarwood (oud), adding depth and character. The fragrance settles into a warm base of styrax and leatherwood, creating a smooth, smoky, and lasting finish.",taxable,,1,,0,0,.337,,,,1,,76.50,Unisex,50ml,https://sasanperfumes.com/wp-content/uploads/2026/03/Opusa_11.webp,0
simple,SA00667,X Man,1,0,visible,Inspired by X Men,"A bold masculine fragrance combining fresh spices with strong woody accords.This fragrance features a vibrant blend of citrus and fresh spicy accords, creating a bright and energizing opening. The heart reveals aromatic and green notes, adding freshness and natural elegance. As the scent settles, woody and musky tones blend with soft powdery and vanilla sweetness, leaving a smooth, warm, and long-lasting trail.",taxable,,1,,0,0,.337,,,,1,,76.50,"Summer Perfume, Unisex",50ml,"https://sasanperfumes.com/wp-content/uploads/2026/03/X_Man.webp, https://sasanperfumes.com/wp-content/uploads/2026/03/X-Man.webp",0
simple,SA00666,Amber Woodsa,1,0,visible,Inspired by Amber Wood,"A luxurious blend of rich amber and smooth woods creating depth and warmth. At the heart, rich amber adds depth and warmth, bringing a smooth and sophisticated character to the fragrance. The base unfolds with woody notes of cedar and earthy vetiver, leaving a lasting and elegant trail. Perfect for those who appreciate a balanced composition of fresh, amber, and woody tones, this fragrance is ideal for both everyday wear and special occasions.",taxable,,1,,0,0,.337,,,,1,,76.50,"Unisex, Winter Perfume",50ml,"https://sasanperfumes.com/wp-content/uploads/2026/03/Amber_Woodsa.webp, https://sasanperfumes.com/wp-content/uploads/2026/03/Amber-scaled.webp",0
simple,SA00665,1957,1,0,visible,Inspired by 1957,"A timeless fragrance inspired by classic perfumery heritage with elegant warm notes. The scent opens with fresh bergamot and sparkling aldehydes enhanced by subtle spicy notes of pink pepper and coriander. At its heart, a refined blend of jasmine and orange blossom adds a smooth floral character. The base unfolds with creamy white musk, warm cedar, powdery iris, and hints of honey and vanilla, creating a clean yet luxurious trail. This sophisticated composition offers a timeless, skin-like scent that feels fresh, elegant, and effortlessly refined.",taxable,,1,,0,0,.337,,,,1,,76.50,Unisex,50ml,https://sasanperfumes.com/wp-content/uploads/2026/03/1957.webp,0
simple,SA00664,Rose Taef,1,0,visible,Inspired by : SASAN CREATION,"A romantic fragrance highlighting the beauty of Taif rose with soft woods and musk. As the scent develops, the heart continues the pure rose character, creating a soft and captivating floral presence. The base blends with deep agarwood (oud), adding warmth and richness that enhances the sophistication of the fragrance. This composition delivers a refined oriental floral experience, perfect for lovers of classic rose and traditional Arabian perfumery.",taxable,,1,,0,0,.337,,,,1,,76.50,"Summer Perfume, Unisex",50ml,https://sasanperfumes.com/wp-content/uploads/2026/03/Rose_Taef.webp,0
simple,SA00663,France Leathersa,1,0,visible,Inspired by French Leather,"A refined leather fragrance inspired by classic European perfumery. At its heart, delicate rose meets aromatic clary sage and subtle hay, adding a refined and slightly green floral character. The base unfolds with smooth suede and warm cedarwood, delivering a sophisticated leathery finish that lingers on the skin. This composition reflects modern elegance, balancing freshness, florals, and soft leather for a distinctive unisex fragrance.",taxable,,1,,0,0,.337,,,,1,,76.50,Unisex,50ml,https://sasanperfumes.com/wp-content/uploads/2026/03/France_Leathersa.webp,0
simple,SA00662,Gyansa,1,0,visible,Inspired by Gyan,"A unique scent blending fresh aromatic notes with subtle woods for balanced sophistication. As it settles, the base unfolds with sensual leather, soft musk, and earthy Haitian vetiver, leaving a warm and sophisticated trail. This powerful oriental woody fragrance is perfect for those who appreciate strong, refined, and long-lasting scents.",taxable,,1,,0,0,.337,,,,1,,76.50,Unisex,50ml,https://sasanperfumes.com/wp-content/uploads/2026/03/Gyansa.webp,0
simple,SA00661,Flamencosa,1,0,visible,Inspired by Flamenco,"Inspired by passion, this fragrance combines vibrant florals with warm undertones. As the scent settles, a warm and woody base of cedar, cypress, pine, and amber provides depth and long-lasting sophistication. This distinctive fragrance combines fruity sweetness, floral elegance, and woody warmth, making it a bold and captivating choice for both men and women.",taxable,,1,,0,0,.337,,,,1,,76.50,Unisex,50ml,https://sasanperfumes.com/wp-content/uploads/2026/03/Flamencosa.webp,0
simple,SA00660,Moodysa,1,0,visible,Inspired by Moody,A mysterious fragrance evolving throughout the day with warm and smooth notes.,taxable,,1,,0,0,.337,,,,1,,76.50,Unisex,50ml,https://sasanperfumes.com/wp-content/uploads/2026/03/Moodysa.webp,0
simple,SA00659,O2O,1,0,visible,Inspired by : 020,"A clean refreshing scent inspired by pure freshness, perfect for everyday elegance.",taxable,,1,,0,0,.337,,,,1,,76.50,Unisex,50ml,https://sasanperfumes.com/wp-content/uploads/2026/03/O2o.webp,0
simple,SA00658,Mystirsa Tubacco,1,0,visible,Inspired by Mystery Tobacco,"A rich blend of tobacco, spices, and amber creating a bold and unforgettable fragrance.",taxable,,1,,0,0,.337,,,,1,,76.50,"Unisex, Winter Perfume",50ml,https://sasanperfumes.com/wp-content/uploads/2026/03/Mystirsa_Tubacco.webp,0
simple,SA00657,Nemersa,1,0,visible,Inspired by Nemer,A graceful scent featuring delicate floral tones blended with soft musk and warm woods.,taxable,,1,,0,0,.337,,,,1,,76.50,"Unisex, Winter Perfume",50ml,https://sasanperfumes.com/wp-content/uploads/2026/03/Nemersa.webp,0
simple,SA00656,Mr Sami,1,0,visible,Inspired by Mr Sam,A sophisticated fragrance balancing freshness with smooth woody notes for the confident modern gentleman.,taxable,,1,,0,0,.337,,,,1,,76.50,Unisex,50ml,https://sasanperfumes.com/wp-content/uploads/2026/03/Mr_Sami.webp,0
simple,SA00655,Desertsa Aoud,1,0,visible,Inspired by Velvet Desert Oud,"Inspired by desert warmth, this fragrance combines spices and deep oud accords for a rich and captivating scent.",taxable,,1,,0,0,.337,,,,1,,76.50,"Oud Perfumes, Unisex",50ml,https://sasanperfumes.com/wp-content/uploads/2026/03/Desertsa_Aoud.webp,0
simple,SA00654,Aoud Greatsa,1,0,visible,Inspired by Oud For Greatness,"A majestic oud fragrance revealing warm woods, smoky notes, and a rich oriental character.",taxable,,1,,0,0,.337,,,,1,,76.50,"Unisex, Winter Perfume",50ml,https://sasanperfumes.com/wp-content/uploads/2026/03/Aoud_Greatsa.webp,0
simple,SA00653,Ombre Leather Aoud,1,0,visible,Inspired by SASAN CREATION,"A powerful blend of deep leather and rich oud delivering intensity, elegance, and a bold signature presence.",taxable,,1,,0,0,.337,,,,1,,76.50,"Oud Perfumes, Unisex",50ml,https://sasanperfumes.com/wp-content/uploads/2026/03/Ombre_Leather_Aoud.webp,0
simple,SA00652,Wowsa,1,0,visible,Inspired by Wow,A vibrant modern scent that opens fresh and energetic before settling into a smooth and elegant warmth.,taxable,,1,,0,0,.337,,,,1,,76.50,Unisex,50ml,https://sasanperfumes.com/wp-content/uploads/2026/03/Wowsa.webp,0
simple,SA00651,Flursa Narcoticie,1,0,visible,Inspired by Fleur Narcotique,"An intoxicating floral fragrance capturing the beauty of blooming white flowers. Bold, sensual, and irresistibly captivating.",taxable,,1,,0,0,.337,,,,1,,76.50,"Summer Perfume, Unisex",50ml,https://sasanperfumes.com/wp-content/uploads/2026/03/Flursa_Narcoticie.webp,0
simple,SA00650,Mirfasa,1,0,visible,Inspired by Marfa,A refined and elegant fragrance that blends soft florals with warm woody undertones. Mirfasa creates a graceful aura that feels timeless and sophisticated.,taxable,,1,,0,0,.337,,,,1,,76.50,Unisex,50ml,https://sasanperfumes.com/wp-content/uploads/2026/03/Mirfasa.webp,0
simple,SA00649,Maendrasa,1,0,visible,Inspired by : Meander,Maendrasa is a unique fragrance combining fresh and warm elements to create a smooth and elegant scent.,taxable,,1,,0,0,.337,,,,1,,76.50,Unisex,50ml,https://sasanperfumes.com/wp-content/uploads/2026/03/Maendrsa.jpg,0
simple,SA00648,Aoud Malaki,1,0,visible,Inspired by : Oud Malaki,Aoud Malaki is a rich oriental fragrance built around powerful oud and warm spices.,taxable,,1,,0,0,.337,,,,1,,76.50,"Oud Perfumes, Unisex",50ml,https://sasanperfumes.com/wp-content/uploads/2026/03/Aoud-Malaki.jpg,0
simple,SA00647,Opusa 5,1,0,visible,Inspired by Opus 5,"Opusa 5 is a refined fragrance featuring a sophisticated blend of florals, woods, and warm notes.",taxable,,1,,0,0,.337,,,,1,,76.50,Unisex,50ml,https://sasanperfumes.com/wp-content/uploads/2026/03/Opusa-5.jpg,0
simple,SA00646,Red Tobaccosa,1,0,visible,Inspired by Red Tobacco,"Red Tobaccosa  is an intense fragrance blending tobacco, spices, and warm woody notes for a bold character.",taxable,,1,,0,0,.337,,,,1,,76.50,"Unisex, Winter Perfume",50ml,"https://sasanperfumes.com/wp-content/uploads/2026/03/Red-Tobaccosa.jpg, https://sasanperfumes.com/wp-content/uploads/2026/03/Red-tooo-scaled.webp",0
simple,SA00645,Sheikhsa,1,0,visible,Inspired by : Sheikhsa,"Sheikhsa is a luxurious oriental fragrance combining spices, woods, and amber for a powerful scent.",taxable,,1,,0,0,.337,,,,1,,76.50,Unisex,50ml,https://sasanperfumes.com/wp-content/uploads/2026/03/Sheikhsa.jpg,0
simple,SA00644,Rose She,1,0,visible,Inspired by: She Rose,Rose She is a graceful fragrance centered on fresh rose blended with smooth warm notes.,taxable,,1,,0,0,.337,,,,1,,76.50,Unisex,50ml,https://sasanperfumes.com/wp-content/uploads/2026/03/Rose-She.jpg,0
simple,SA00643,Rose No Mansa,1,0,visible,Inspired by Rose of No Man’s Land,Rose No Mansa highlights elegant rose notes combined with soft woody undertones for a romantic scent.,taxable,,1,,0,0,.337,,,,1,,76.50,Unisex,50ml,https://sasanperfumes.com/wp-content/uploads/2026/03/Rose-No-Mansa.jpg,0
simple,SA00642,Good Girlsa Gone Ba,1,0,visible,Inspired by Good Girl Gone Bad,Good Girl Gone Ba is a bold floral fragrance blending delicate flowers with sensual depth.,taxable,,1,,0,0,.337,,,,1,,76.50,Unisex,50ml,https://sasanperfumes.com/wp-content/uploads/2026/03/Good-Girlsa-Gone-Ba.jpg,0
simple,SA00641,Patchouli Intensesa,1,0,visible,Inspired by Patchouli Intense,Patchouli Intensesa  is a deep fragrance centered around rich patchouli with warm woody undertones.,taxable,,1,,0,0,.337,,,,1,,76.50,"Unisex, Winter Perfume",50ml,https://sasanperfumes.com/wp-content/uploads/2026/03/Patchouli-Intensesa.jpg,0
simple,SA00640,Pacific Chiller,1,0,visible,Inspired by Pacific Chill,Pacific Chiller is a refreshing fragrance inspired by cool ocean air and bright citrus notes.,taxable,,1,,0,0,.337,,,,1,,76.50,Unisex,50ml,https://sasanperfumes.com/wp-content/uploads/2026/03/Pasific-Chiller.jpg,0
simple,SA00639,Lost Cherrysa,1,0,visible,Inspired by Lost Cherry,Lost Cherrysa is a rich and seductive fragrance featuring sweet cherry blended with warm and creamy notes.,taxable,,1,,0,0,.337,,,,1,,76.50,Unisex,50ml,https://sasanperfumes.com/wp-content/uploads/2026/03/Lost-Cherrysa.jpg,0
simple,SA00638,Complexsa,1,0,visible,Inspired by Complex,"Complexsa is a modern fragrance featuring layered notes that evolve beautifully on the skin, offering depth and sophistication.",taxable,,1,,0,0,.337,,,,1,,76.50,Unisex,50ml,https://sasanperfumes.com/wp-content/uploads/2026/03/Complexsa.jpg,0
simple,SA00637,After Swimsa,1,0,visible,Inspired by Afternoon Swim,"After Swimsa is a fresh aquatic fragrance inspired by ocean breezes and citrus notes, delivering a clean and refreshing scent.",taxable,,1,,0,0,.337,,,,1,,76.50,Unisex,50ml,https://sasanperfumes.com/wp-content/uploads/2026/03/After-Swimsa.jpg,0
simple,SA00636,She Ahlasa,1,0,visible,Inspired by Ahla Shay,She Ahlasa is a refined feminine fragrance with smooth floral and sweet notes that create a comforting and elegant aroma.,taxable,,1,,0,0,.337,,,,1,,76.50,Unisex,50ml,https://sasanperfumes.com/wp-content/uploads/2026/03/She-Ahlasa.jpg,0
simple,SA00635,She Aroe,1,0,visible,Inspired by Aroaa Shay,She Aroe is a soft and elegant fragrance combining delicate florals with warm undertones for a graceful scent.,taxable,,1,,0,0,.337,,,,1,,76.50,Unisex,50ml,https://sasanperfumes.com/wp-content/uploads/2026/03/She-Aroe.jpg,0
simple,SA00634,Laytonsa,1,0,visible,Inspired by Layton,"Laytonsa blends fresh, spicy, and woody notes to create a sophisticated and versatile fragrance suitable for any occasion.",taxable,,1,,0,0,.337,,,,1,,76.50,Unisex,50ml,https://sasanperfumes.com/wp-content/uploads/2026/03/Lytonsa.jpg,0
simple,SA00633,Angelsa Share,1,0,visible,Inspired by Angel’s Share,"Angelsa Share is a warm gourmand fragrance with sweet, rich, and woody tones that create a luxurious and indulgent scent.",taxable,,1,,0,0,.337,,,,1,,76.50,Unisex,50ml,https://sasanperfumes.com/wp-content/uploads/2026/03/Angelsa-Share.jpg,0
simple,SA00632,Lubani Hujari,1,0,visible,Inspired by : Lubani Al Hojari,"Lubani Hujari is inspired by premium Omani frankincense, offering a rich aromatic and resinous fragrance experience.",taxable,,1,,0,0,.337,,,,1,,76.50,Unisex,50ml,https://sasanperfumes.com/wp-content/uploads/2026/03/Lubani-Hujari.jpg,0
simple,SA00631,Aoud She,1,0,visible,Inspired by Shay Oud,"Aoud She is a refined oud fragrance softened with floral and woody notes, creating a smooth and elegant scent.",taxable,,1,,0,0,.337,,,,1,,76.50,"Oud Perfumes, Unisex",50ml,https://sasanperfumes.com/wp-content/uploads/2026/03/Aoud-She.jpg,0
simple,SA00630,Luban Oud,1,0,visible,Inspired by Oud Luban,"Luban Oud combines traditional frankincense with rich oud accords, delivering a warm, smoky, and luxurious fragrance.",taxable,,1,,0,0,.337,,,,1,,76.50,"Oud Perfumes, Unisex",50ml,https://sasanperfumes.com/wp-content/uploads/2026/03/Luban-Oud.jpg,0
simple,SA00629,Black Incensesa,1,0,visible,Inspired by Black Incense,"Black Incensesa captures the smoky elegance of incense with warm woody undertones, creating a deep and mysterious scent.",taxable,,1,,0,0,.337,,,,1,,76.50,Unisex,50ml,https://sasanperfumes.com/wp-content/uploads/2026/03/Black-Incensesa.webp,0
simple,SA00628,Black Saffronsa,1,0,visible,Inspired by Black Saffron,Black Saffronsa highlights the spicy warmth of saffron blended with smooth woody notes for a modern oriental fragrance.,taxable,,1,,0,0,.337,,,,1,,76.50,"Unisex, Winter Perfume",50ml,https://sasanperfumes.com/wp-content/uploads/2026/03/Black-Saffronsa.webp,0
simple,SA00627,Ireland Leather Aoud,1,0,visible,Inspired by Irish Leather Oud,"Ireland Leather Aoud blends rich leather with deep oud notes, producing a powerful and luxurious scent profile.",taxable,,1,,0,0,.337,,,,1,,76.50,"Oud Perfumes, Unisex",50ml,https://sasanperfumes.com/wp-content/uploads/2026/03/Ireland-Leather-Aoud.webp,0
simple,SA00626,Super Bouquetsa,1,0,visible,Inspired by Supreme Bouquet,"Super Bouquetsa features a vibrant bouquet of floral notes, creating a fresh and elegant fragrance with timeless charm.",taxable,,1,,0,0,.337,,,,1,,76.50,Unisex,50ml,https://sasanperfumes.com/wp-content/uploads/2026/03/Super-Bouquetsa.webp,0
simple,SA00625,Ireland Leathersa,1,0,visible,Inspired by Irish Leather,Ireland Leathersa is a sophisticated fragrance built around rich leather and woody accords for a confident and refined scent.,taxable,,1,,0,0,.337,,,,1,,76.50,"Unisex, Winter Perfume",50ml,https://sasanperfumes.com/wp-content/uploads/2026/03/Ireland-Leathersa.webp,0
simple,SA00624,Blossomsa Lovie,1,0,visible,Inspired from Blossom Love,"Blossomsa Lovie is a delicate floral fragrance inspired by blooming flowers, offering a soft, fresh, and romantic scent.",taxable,,1,,0,0,.337,,,,1,,76.50,Unisex,50ml,https://sasanperfumes.com/wp-content/uploads/2026/03/Blossomsa-Lovie.webp,0
simple,SA00623,Heegosa Aoud Saffron,1,0,visible,Inspired by :   Oud Saffron,"Heegosa Aoud Saffron blends luxurious oud with the exotic warmth of saffron, creating a bold and captivating oriental fragrance.",taxable,,1,,0,0,.337,,,,1,,76.50,"Oud Perfumes, Unisex",50ml,https://sasanperfumes.com/wp-content/uploads/2026/03/Heegosa-Aoud-Saffron.webp,0
simple,SA00622,Dalinasa Exclusive,1,0,visible,Inspired by Delina Exclusif,Dalinasa Exclusive offers a deeper and more luxurious interpretation of Dalinasa with enhanced richness and refined elegance.,taxable,,1,,0,0,.337,,,,1,,76.50,Unisex,50ml,https://sasanperfumes.com/wp-content/uploads/2026/03/Dalinasa-Exclusive.webp,0
simple,SA00621,Halfetsa,1,0,visible,Inspired by Halfeti,"Halfetsa is a rich oriental fragrance combining warm spices and deep woody notes, delivering a bold and long‑lasting impression.",taxable,,1,,0,0,.337,,,,1,,76.50,Unisex,50ml,https://sasanperfumes.com/wp-content/uploads/2026/03/Halfetsa.webp,0
